school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,data_source,sleep_hours,mobile_social_hours,core_ability,Math_marks,Math_self_rating,Science_marks,Science_self_rating,Social_Science_marks,Social_Science_self_rating,English_marks,English_self_rating,Hindi_marks,Hindi_self_rating,Total_marks,Average_marks
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,8,real_uci_base,7.3,5.9,38.16664501279265,44,3,46,2,18,1,42,3,38,3,188,37.6
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,2,real_uci_base,7.6,7.6,47.18731498132627,56,4,60,4,38,2,52,3,53,4,259,51.8
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,2,real_uci_base,7.4,4.2,56.38587425421706,63,4,56,3,52,3,61,3,44,3,276,55.2
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,0,real_uci_base,6.8,5.3,62.17955482515941,50,3,62,3,79,4,82,4,74,4,347,69.4
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,20,real_uci_base,8.0,5.6,32.16472194462878,51,3,26,3,29,2,21,1,40,3,167,33.4
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,6,real_uci_base,8.2,6.4,46.94650063760818,51,2,52,3,41,3,49,3,43,2,236,47.2
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,2,real_uci_base,7.8,3.8,54.56288831903797,65,4,49,3,59,3,58,3,59,3,290,58.0
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6,real_uci_base,6.4,6.6,59.306391117295085,58,3,72,4,57,3,67,3,74,4,328,65.6
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,real_uci_base,8.2,5.2,55.17533923564404,69,4,62,5,50,3,56,3,48,3,285,57.0
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,real_uci_base,6.7,6.6,29.89823741840453,26,2,36,2,19,1,30,2,27,2,138,27.6
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0,real_uci_base,7.8,6.4,62.68556528967527,68,4,68,5,74,4,64,4,52,3,326,65.2
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,real_uci_base,9.3,7.6,54.81317986182731,68,4,69,4,71,4,74,4,58,3,340,68.0
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,real_uci_base,6.6,2.4,52.58404783526389,48,3,42,2,44,3,61,4,59,4,254,50.8
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2,real_uci_base,7.0,5.6,20.0,17,1,28,2,16,1,19,2,19,2,99,19.8
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0,real_uci_base,7.6,5.4,25.401137945737965,41,2,20,2,26,1,21,2,19,2,127,25.4
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,real_uci_base,7.4,5.6,36.43277323053885,37,3,22,1,31,2,35,2,21,2,146,29.2
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,real_uci_base,6.6,6.9,36.91579332073519,24,2,41,2,43,3,21,2,40,3,169,33.8
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,real_uci_base,7.5,5.1,36.70036678556032,35,2,46,3,23,2,39,2,44,3,187,37.4
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,real_uci_base,6.7,4.9,51.02033640683962,38,3,55,3,64,4,52,4,45,2,254,50.8
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,real_uci_base,7.9,5.4,61.67329156606158,63,3,72,3,65,4,57,4,63,3,320,64.0
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,real_uci_base,6.1,5.4,64.80544418379328,64,3,84,5,71,3,66,4,53,3,338,67.6
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,real_uci_base,8.6,6.4,25.04191757991839,45,4,41,2,31,2,32,3,29,2,178,35.6
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,real_uci_base,6.4,5.4,68.61540254614386,71,4,92,4,75,5,65,4,61,4,364,72.8
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,real_uci_base,7.4,6.8,31.276315071650544,31,2,38,3,22,2,27,2,28,2,146,29.2
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,real_uci_base,8.0,5.2,46.04269653274821,54,3,54,3,45,2,58,3,44,3,255,51.0
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,real_uci_base,6.4,3.3,28.028858377817887,22,2,18,2,31,2,30,2,23,3,124,24.8
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,real_uci_base,7.5,4.4,58.19981674698767,61,4,64,4,66,3,61,3,68,4,320,64.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,real_uci_base,8.5,4.2,53.8243623919205,73,3,54,3,51,3,51,3,46,3,275,55.0
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,real_uci_base,6.6,8.0,20.0,8,1,41,3,7,1,14,2,11,1,81,16.2
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,real_uci_base,7.7,6.6,20.0,23,2,21,2,16,2,13,2,19,1,92,18.4
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,real_uci_base,7.8,5.1,28.276162818433733,23,2,28,2,25,2,14,2,22,3,112,22.4
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,real_uci_base,7.5,4.1,39.61600637404501,50,2,42,2,41,2,57,3,52,3,242,48.4
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,real_uci_base,6.6,3.1,67.25525306073885,62,4,69,4,70,4,72,4,61,5,334,66.8
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,real_uci_base,6.5,6.1,42.15407234560601,30,3,63,3,32,2,51,4,34,2,210,42.0
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,real_uci_base,7.8,3.0,43.13353545101525,46,3,39,3,53,3,49,3,33,2,220,44.0
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,real_uci_base,7.7,5.2,21.624678649969734,29,2,28,3,32,2,15,2,30,2,134,26.8
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,real_uci_base,7.6,2.6,64.44869847253678,62,3,64,4,79,4,63,4,66,4,334,66.8
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,real_uci_base,7.7,6.0,35.72361546089623,46,2,28,2,41,3,24,2,26,2,165,33.0
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,real_uci_base,7.1,4.7,27.3385767163212,21,2,30,2,21,3,38,3,31,2,141,28.2
GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,real_uci_base,7.6,5.9,33.79856214319189,37,2,25,2,34,2,19,1,38,3,153,30.6
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,real_uci_base,7.8,5.3,46.73289038931975,46,4,40,3,46,3,40,2,55,4,227,45.4
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,real_uci_base,6.8,4.6,20.0,19,2,14,2,23,2,12,2,21,3,89,17.8
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,real_uci_base,9.1,3.6,37.98585233700028,64,4,26,2,44,2,46,4,39,2,219,43.8
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,real_uci_base,7.6,6.0,31.106523488681887,41,3,35,2,12,2,40,3,37,2,165,33.0
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,real_uci_base,6.4,3.6,61.11241694037578,51,2,55,4,69,4,52,3,61,3,288,57.6
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,real_uci_base,7.6,5.7,55.497067421971806,68,4,65,4,55,4,64,3,65,4,317,63.4
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,real_uci_base,6.7,5.5,56.015150619330406,50,3,62,3,60,3,64,4,49,3,285,57.0
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,real_uci_base,8.2,5.4,40.76117317431735,54,3,28,3,49,3,45,3,48,2,224,44.8
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,real_uci_base,8.1,4.7,46.440395887256685,62,4,42,2,42,3,52,3,45,2,243,48.6
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,real_uci_base,6.8,5.9,52.06154406560981,37,4,51,3,48,4,65,4,54,4,255,51.0
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,real_uci_base,8.0,6.4,37.9293198132284,45,3,41,2,54,4,50,3,46,3,236,47.2
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,real_uci_base,7.7,7.7,46.29763217090087,56,4,52,4,39,3,38,3,44,3,229,45.8
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,real_uci_base,8.0,5.0,47.89930830238077,58,3,42,2,44,2,61,4,52,3,257,51.4
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,real_uci_base,8.7,6.3,44.627847459414895,59,4,54,4,46,3,40,3,29,1,228,45.6
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,real_uci_base,7.1,5.9,54.474406892777296,53,3,63,3,62,4,61,3,52,3,291,58.2
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,real_uci_base,7.0,5.8,39.80681504411988,28,3,47,3,45,3,24,1,37,3,181,36.2
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,real_uci_base,6.6,5.3,48.10424791708643,44,3,55,3,41,3,51,2,35,3,226,45.2
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,real_uci_base,6.8,5.2,44.34698862123686,50,3,48,3,39,3,38,2,39,2,214,42.8
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,real_uci_base,7.1,4.5,51.50587340072673,57,4,50,3,46,4,52,4,58,4,263,52.6
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,real_uci_base,7.6,3.9,56.91667372866173,71,4,59,3,57,2,66,4,61,4,314,62.8
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,real_uci_base,7.5,6.5,32.605061951778964,41,3,44,3,36,3,24,2,32,2,177,35.4
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,real_uci_base,7.8,4.4,48.78923453532783,63,4,56,2,51,3,47,3,44,3,261,52.2
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,real_uci_base,7.3,7.5,33.19392947570959,44,2,50,3,23,1,43,3,34,3,194,38.8
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,real_uci_base,8.6,5.3,48.84364592536514,63,4,55,5,49,3,39,2,52,2,258,51.6
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,real_uci_base,7.0,4.2,53.25541307597974,53,2,52,3,57,3,52,4,54,3,268,53.6
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,real_uci_base,9.2,4.4,58.58719228556344,87,5,45,3,68,4,66,3,63,4,329,65.8
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,real_uci_base,7.5,2.0,52.915189963744034,67,4,49,3,60,3,54,3,54,3,284,56.8
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,real_uci_base,6.7,4.0,58.15793774641457,52,3,46,3,65,4,49,3,54,3,266,53.2
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,real_uci_base,6.6,5.8,51.859271868700766,43,2,62,4,48,2,42,2,49,3,244,48.8
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,real_uci_base,7.7,6.9,44.70735453721649,52,3,51,4,51,4,34,2,43,3,231,46.2
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,real_uci_base,7.4,3.6,47.45350381610666,50,3,43,3,50,3,51,3,43,2,237,47.4
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,real_uci_base,8.0,6.0,50.112508521342576,61,4,62,4,52,4,49,3,48,3,272,54.4
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,real_uci_base,7.6,4.8,71.49460832268129,73,4,73,4,77,4,71,2,86,4,380,76.0
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,real_uci_base,7.4,5.2,57.67422273367935,66,3,62,4,63,3,55,4,56,3,302,60.4
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,real_uci_base,7.0,7.0,37.94246652602648,30,3,52,3,43,2,42,2,37,2,204,40.8
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,real_uci_base,6.4,6.2,20.0,8,1,20,1,10,1,28,2,24,2,90,18.0
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,real_uci_base,7.2,5.7,49.31015429521877,45,3,51,3,42,3,49,3,53,3,240,48.0
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,real_uci_base,7.9,5.4,55.18629289285113,76,4,47,3,54,4,52,4,47,3,276,55.2
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,real_uci_base,7.5,2.9,55.60312718660945,61,4,44,3,54,3,59,4,41,2,259,51.8
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,real_uci_base,6.5,4.7,41.605264609950105,31,3,35,4,36,3,35,2,32,3,169,33.8
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,real_uci_base,7.7,5.0,42.695896197672354,49,2,38,2,41,2,48,3,52,3,228,45.6
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,real_uci_base,7.1,5.3,73.34176156826157,86,3,79,5,86,5,84,5,65,4,400,80.0
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,real_uci_base,6.5,6.0,38.4224148473018,35,2,46,3,40,3,39,2,37,3,197,39.4
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,real_uci_base,7.4,5.4,20.0,28,3,24,2,10,1,19,2,19,1,100,20.0
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,real_uci_base,7.3,4.7,49.62094703714234,50,4,52,3,56,3,40,3,47,2,245,49.0
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,real_uci_base,6.7,3.2,35.66020111488464,26,3,32,2,35,3,38,2,28,2,159,31.8
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,real_uci_base,7.4,5.8,58.33380050154863,58,3,66,3,49,1,66,4,61,3,300,60.0
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,real_uci_base,7.2,6.6,57.93830600622215,63,3,64,3,52,4,52,3,62,3,293,58.6
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,real_uci_base,8.1,5.5,45.38412650437597,64,2,45,2,43,3,50,3,47,3,249,49.8
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,real_uci_base,8.0,6.8,43.229187768159626,61,3,55,2,37,3,46,3,40,1,239,47.8
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,real_uci_base,6.4,6.7,27.87407191089085,20,2,29,3,21,2,29,2,39,3,138,27.6
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,real_uci_base,6.8,3.1,48.05635417891615,49,4,50,3,49,2,54,3,50,3,252,50.4
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,real_uci_base,7.8,7.1,31.943307859986398,38,3,38,3,18,2,39,2,18,2,151,30.2
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,real_uci_base,7.8,7.1,34.93783214700998,41,3,41,3,49,3,42,3,25,2,198,39.6
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,real_uci_base,7.6,6.6,40.65261792530004,48,2,48,3,53,3,36,2,40,3,225,45.0
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,real_uci_base,10.0,4.6,38.162195650450016,70,3,44,3,38,3,36,2,32,3,220,44.0
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,real_uci_base,7.4,5.1,58.3329142984436,67,4,63,3,60,4,56,3,54,3,300,60.0
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,real_uci_base,8.0,6.2,42.81007391609463,59,4,45,3,42,4,35,2,44,3,225,45.0
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,real_uci_base,7.7,3.9,60.9043372668652,74,4,57,4,75,4,63,4,67,3,336,67.2
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,real_uci_base,7.8,4.6,64.80373216863867,76,4,70,3,73,4,82,5,62,4,363,72.6
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,real_uci_base,7.1,5.9,41.47016236947914,46,3,42,4,45,3,36,2,47,3,216,43.2
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,real_uci_base,7.6,4.7,74.68118386511206,87,5,80,4,78,4,78,4,78,4,401,80.2
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,real_uci_base,6.8,5.8,38.21172067360354,31,2,43,3,41,3,39,3,37,3,191,38.2
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,real_uci_base,7.1,4.5,42.729647366744416,38,2,37,3,37,2,31,2,41,2,184,36.8
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,real_uci_base,7.0,5.2,49.96905978621806,50,3,47,3,42,3,37,3,45,3,221,44.2
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,real_uci_base,7.4,5.6,38.21156780063174,41,3,38,3,39,3,35,3,40,3,193,38.6
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,real_uci_base,8.6,5.2,48.712713687539335,72,5,53,3,47,3,42,3,58,3,272,54.4
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,real_uci_base,5.9,4.3,46.39808033538978,34,3,38,2,43,3,56,3,37,2,208,41.6
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,real_uci_base,8.0,7.2,49.39160265494531,68,3,64,3,50,3,51,3,56,3,289,57.8
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,real_uci_base,6.4,6.7,45.95472901280723,31,2,38,3,49,3,43,4,46,2,207,41.4
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,real_uci_base,6.9,6.0,51.663550942984905,43,3,71,4,52,3,57,3,54,4,277,55.4
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,real_uci_base,8.2,5.7,35.676369601620394,49,3,47,3,30,2,30,1,52,3,208,41.6
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,real_uci_base,7.1,4.8,51.90790310523239,55,3,52,3,53,3,51,3,56,3,267,53.4
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,real_uci_base,6.6,7.1,29.31249440580018,25,2,48,2,23,1,27,2,21,2,144,28.8
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,real_uci_base,7.2,4.9,44.046893298117205,42,3,31,3,51,3,48,3,40,3,212,42.4
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,real_uci_base,7.6,3.3,39.62611834895806,53,3,59,4,23,2,40,2,52,3,227,45.4
